"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"9014",1,3,4,3,4,3,1,3,8,6
"9015",8,10,13,16,8,13,6,13,21,17
"9016",9,6,8,11,3,3,4,5,16,10
"9017",11,8,14,11,8,9,8,6,18,16
"9018",3,4,2,2,4,2,4,3,3,6
"9019",10,2,7,11,2,12,4,7,14,8
"9020",0,3,0,1,1,2,0,1,4,4
"9021",2,0,0,2,0,2,1,2,5,4
"9022",5,4,3,6,3,2,4,4,8,8
"9023",5,4,2,6,3,5,1,7,6,8
"9024",1,0,0,0,0,0,0,0,1,2
"9025",4,1,1,3,1,3,0,0,4,6
"9026",1,1,0,3,1,1,0,2,2,2
"9027",0,2,1,2,1,1,3,1,2,3
"9028",2,3,1,3,2,1,3,3,4,2
"9029",1,3,3,2,2,2,2,3,6,7
"9030",0,4,0,2,3,0,1,2,1,6
"9031",1,3,0,2,4,2,3,6,3,7
"9032",4,2,2,5,3,6,3,2,6,4
"9033",1,8,3,2,10,3,1,10,4,19
"9034",2,2,0,1,4,1,1,2,1,7
"9035",3,2,1,4,1,4,2,2,4,3
"9036",3,4,1,2,2,2,1,2,3,3
"9037",3,5,2,4,5,3,1,4,3,10
"9038",2,0,1,2,0,2,1,0,2,1
"9039",2,6,1,2,4,1,3,4,4,6
"9040",3,6,3,6,8,11,5,8,11,13
"9041",3,4,2,3,3,3,4,1,3,3
"9042",1,1,1,1,1,4,0,0,4,4
"9043",3,2,1,2,3,2,2,1,5,5
"9044",0,1,0,0,1,0,0,0,0,1
"9045",2,0,2,1,1,1,1,2,3,5
"9046",3,5,2,4,3,3,3,2,6,5
"9047",0,1,0,0,1,1,1,1,2,3
"9048",3,3,1,1,3,1,1,1,4,5
"9049",2,3,3,2,2,3,1,1,4,5
"9050",2,1,2,1,1,2,2,0,3,2
"9051",2,0,2,2,1,3,0,0,5,1
"9052",10,10,2,15,11,8,4,12,20,18
"9053",3,6,1,3,7,4,6,8,6,11
"9054",1,2,0,1,3,0,1,2,1,3
"9055",1,1,1,2,3,1,1,1,3,3
"9056",2,4,1,1,4,2,3,3,3,4
"9057",0,3,1,0,5,0,1,3,1,5
"9058",1,3,1,2,1,2,2,1,3,2
"9059",2,7,1,2,7,2,2,5,2,8
"9060",0,2,1,2,1,2,1,2,2,2
"9061",1,3,2,5,4,4,2,2,4,8
"9062",0,2,1,2,3,2,0,5,3,5
"9063",1,2,0,0,2,2,1,3,4,4
"9064",2,1,0,3,0,1,0,2,4,0
"9065",2,0,3,3,2,4,0,3,6,9
"9066",0,4,0,3,3,4,3,2,7,5
"9067",2,1,1,4,2,1,3,2,3,4
"9068",1,6,2,4,4,4,2,5,5,6
"9069",0,2,1,1,3,2,2,3,3,4
"9070",1,3,1,0,1,1,3,3,2,6
"9071",2,2,1,3,2,1,3,3,3,2
"9072",1,2,0,1,2,1,1,2,2,2
"9073",1,5,0,0,5,1,3,5,2,7
"9074",3,3,3,3,2,4,2,2,10,6
"9075",2,1,0,3,2,0,3,0,2,2
"9076",1,2,1,1,2,2,1,2,4,3
"9077",0,0,1,0,2,1,0,1,2,2
"9078",1,2,0,1,4,2,1,1,3,6
"9079",4,3,3,3,2,3,1,5,7,9
"9080",3,4,2,4,2,5,3,4,10,6
"9081",4,6,2,2,7,3,3,4,5,8
"9082",0,0,0,0,0,0,0,2,0,2
"9083",2,2,2,1,0,2,0,0,2,0
"9084",2,2,1,1,2,2,1,4,3,2
"9085",1,3,0,1,4,3,1,2,2,5
"9086",1,1,2,1,1,2,1,0,2,2
"9087",1,3,1,2,1,1,0,0,2,3
"9088",2,1,2,4,3,6,2,2,4,5
"9089",1,3,1,2,4,2,1,2,4,5
"9090",0,0,0,0,0,2,1,0,2,2
"9091",1,2,0,1,4,1,1,2,1,4
"9092",5,3,2,4,3,3,2,4,8,6
"9093",0,1,0,2,3,5,2,3,5,4
"9094",0,3,1,1,3,0,2,3,2,6
"9095",1,2,0,2,1,2,1,1,3,1
"9096",2,5,2,4,4,3,3,5,7,6
"9097",0,1,0,0,4,2,3,2,4,5
"9098",1,2,1,1,3,1,2,1,1,4
"9099",2,2,2,0,2,3,3,1,3,3
"9100",1,5,0,2,3,2,2,3,3,7
"9101",1,3,0,1,4,4,2,1,4,5
"9102",1,2,2,4,1,1,0,1,4,3
"9103",2,2,0,0,1,0,0,3,2,5
"9104",2,5,1,2,4,4,3,2,5,5
"9105",1,0,1,1,1,2,0,1,1,2
"9106",0,1,0,1,1,0,0,0,1,1
"9107",2,5,3,3,3,4,4,3,4,7
"9108",1,2,0,3,2,1,2,2,2,3
"9109",3,2,3,4,4,3,5,2,3,6
"9110",1,3,0,0,3,0,3,2,3,4
"9111",2,3,4,4,3,2,1,3,5,3
"9112",1,3,0,2,3,1,3,3,4,6
"9113",3,2,1,2,1,3,2,2,4,4
"9114",3,4,0,1,1,2,0,1,3,1
"9115",0,2,0,1,3,1,1,1,2,6
"9116",0,1,0,0,4,2,0,1,2,5
"9117",2,4,1,2,5,3,2,2,5,5
"9118",0,2,0,1,1,0,1,2,0,1
"9119",2,4,2,4,2,6,1,1,7,6
"9120",1,2,1,3,3,3,2,3,3,5
"9121",1,2,1,0,4,1,2,2,1,4
"9122",0,1,1,0,3,1,0,3,2,4
"9123",3,3,3,3,2,3,2,2,3,3
"9124",0,3,0,1,1,3,1,1,3,2
"9125",0,5,0,0,5,1,2,2,0,5
"9126",2,2,2,3,2,4,1,2,4,3
"9127",2,2,1,2,4,3,2,4,4,7
"9128",0,1,0,1,2,1,1,1,1,3
"9129",2,2,3,3,5,2,2,2,3,4
"9130",2,3,3,2,2,3,1,1,4,6
"9131",0,2,0,0,4,2,1,5,2,8
"9132",1,4,0,1,2,2,5,4,6,6
"9133",2,5,2,2,1,4,0,3,6,2
"9134",2,4,3,3,2,4,4,2,4,4
"9135",2,3,1,0,1,5,2,1,3,2
"9136",0,4,0,3,3,4,3,2,7,5
"9137",0,1,1,1,2,1,1,1,2,2
"9138",3,3,3,2,1,3,1,1,6,3
"9139",0,0,0,3,0,1,0,2,1,2
"9140",0,0,0,0,0,0,0,1,1,3
"9141",2,6,0,2,3,6,2,3,6,7
"9142",1,0,1,1,1,1,0,0,1,2
"9143",2,0,2,4,2,4,0,1,7,2
"9144",1,1,2,1,1,2,0,1,4,1
"9145",5,0,6,5,2,7,1,2,8,5
"9146",0,0,0,0,1,0,0,1,0,1
"9147",1,3,0,1,1,3,1,2,4,3
"9148",3,11,2,4,9,11,4,12,10,13
"9149",1,4,2,2,2,3,1,1,2,9
"9150",1,1,1,1,1,1,1,1,1,2
"9151",1,1,1,1,3,2,1,3,2,5
"9152",2,0,1,2,0,2,1,0,2,1
"9153",2,1,2,2,3,4,4,3,4,5
"9154",3,2,0,2,1,2,2,1,5,3
"9155",1,2,1,1,3,1,0,3,1,9
"9156",2,0,1,1,0,2,0,0,2,1
"9157",1,2,0,3,3,2,3,3,2,4
"9158",0,1,0,2,1,0,0,1,0,1
"9159",2,0,1,2,2,2,1,3,2,4
"9160",1,3,0,1,3,0,0,2,1,3
"9161",4,2,2,5,3,6,3,2,6,4
"9162",1,5,1,2,6,3,3,3,3,11
"9163",4,4,4,2,4,4,1,3,6,7
"9164",3,9,1,3,5,4,3,5,5,9
"9165",0,4,0,1,4,0,0,4,0,6
"9166",0,6,0,0,3,1,1,2,4,3
"9167",1,1,1,1,3,1,0,4,3,4
"9168",1,1,1,1,1,3,0,0,3,3
"9169",1,0,1,1,0,1,0,0,2,0
"9170",0,1,1,0,0,1,1,0,2,0
"9171",1,3,0,1,3,1,1,3,3,7
"9172",2,1,0,2,0,1,2,1,3,1
"9173",1,1,0,2,1,3,0,0,4,2
"9174",2,1,1,1,2,1,2,2,1,3
"9175",1,3,0,2,1,0,2,1,2,1
"9176",1,4,0,0,4,0,2,2,2,7
"9177",1,5,1,4,7,3,3,8,5,13
"9178",1,0,1,1,1,4,0,0,4,1
"9179",2,4,2,2,5,3,3,3,3,5
"9180",2,7,0,5,7,5,1,6,5,13
"9181",1,4,1,2,2,2,1,2,1,4
"9182",1,3,1,2,3,1,1,3,2,5
"9183",1,2,2,1,3,0,4,3,3,3
"9184",1,3,1,1,3,3,2,2,2,5
"9185",2,2,0,1,2,1,1,0,2,3
"9186",2,4,2,2,3,1,3,3,2,6
"9187",0,3,0,3,2,0,2,1,1,2
"9188",0,2,0,1,2,0,2,1,2,2
"9189",3,2,2,1,3,2,2,2,3,3
"9190",2,7,1,5,6,3,3,3,6,12
"9191",0,0,0,0,0,0,0,1,1,1
"9192",3,4,3,2,3,3,1,1,4,4
"9193",1,4,2,1,5,4,4,3,5,6
"9194",3,1,1,3,1,3,1,0,6,5
"9195",1,3,0,1,2,1,1,0,4,2
"9196",1,0,0,0,1,0,1,0,0,1
"9197",1,3,1,1,5,4,4,2,4,7
"9198",1,1,1,1,4,3,1,2,3,5
"9199",1,0,0,0,1,2,0,1,1,2
"9200",2,6,2,5,3,2,1,4,7,4
"9201",4,3,4,5,5,4,1,6,9,7
"9202",0,1,0,0,1,0,0,0,0,2
"9203",0,0,0,0,0,2,0,0,2,0
"9204",1,5,2,2,3,4,2,4,7,8
"9205",2,2,1,4,3,3,2,2,5,5
"9206",1,2,0,1,3,0,1,2,2,7
"9207",2,3,0,1,3,0,1,2,2,5
"9208",1,5,0,4,4,0,1,2,1,4
"9209",1,4,1,3,3,2,0,2,1,5
"9210",0,4,0,1,5,6,0,4,2,14
"9211",4,3,1,7,1,5,4,2,8,4
"9212",3,0,1,2,3,3,1,4,5,6
"9213",1,0,1,1,1,1,0,0,1,1
"9214",4,7,2,2,4,5,3,3,5,7
"9215",4,4,2,3,5,5,3,4,6,6
"9216",0,2,1,2,1,1,3,1,2,3
"9217",0,2,0,1,3,0,2,2,2,3
"9218",1,2,1,2,1,3,2,1,3,3
"9219",2,4,1,3,4,4,3,3,4,5
"9220",6,7,3,4,4,3,3,3,10,5
"9221",1,5,0,1,3,1,1,4,2,8
"9222",2,3,3,2,2,3,1,1,4,5
"9223",0,5,1,0,9,2,2,4,3,10
"9224",1,1,0,3,1,1,1,3,1,2
"9225",4,3,1,4,4,3,2,3,5,5
"9226",0,4,0,0,2,1,4,2,1,4
"9227",1,0,2,2,0,2,1,0,3,1
"9228",2,5,1,2,3,2,2,3,4,4
"9229",2,4,0,0,2,1,2,1,2,4
"9230",4,3,2,4,2,3,3,1,5,4
"9231",1,2,0,2,3,2,1,4,3,4
"9232",0,3,0,2,3,3,2,0,2,5
"9233",1,4,2,1,3,5,2,3,5,3
"9234",1,2,1,2,2,2,0,1,5,8
"9235",4,3,3,3,2,3,1,5,7,9
"9236",0,2,1,2,1,2,1,2,2,2
"9237",3,2,3,4,3,3,2,3,3,4
"9238",3,2,4,6,1,3,2,1,6,1
"9239",0,0,0,0,2,1,0,1,3,2
"9240",2,1,1,4,3,3,2,1,6,8
"9241",3,4,4,4,2,4,2,2,8,2
"9242",3,3,4,3,5,3,1,6,8,11
"9243",3,4,6,3,1,5,0,3,9,5
"9244",2,4,1,3,3,1,5,2,4,5
"9245",4,4,3,5,3,4,4,1,6,5
"9246",4,3,4,2,4,2,2,4,7,5
"9247",4,5,3,3,4,3,2,5,6,6
"9248",1,4,5,4,2,5,4,5,8,4
"9249",5,3,2,3,3,3,2,7,7,7
"9250",4,4,3,5,3,6,1,4,9,5
"9251",3,2,1,4,0,1,0,2,2,2
"9252",3,2,2,4,2,3,0,3,7,3
"9253",8,9,6,6,7,4,3,6,12,9
"9254",6,0,4,9,1,9,4,2,14,5
"9255",2,2,1,3,3,4,2,2,5,6
"9256",3,3,4,5,5,6,4,4,11,11
"9257",3,1,4,9,2,5,1,6,10,6
"9258",3,1,6,3,0,2,1,0,7,0
"9259",2,1,1,5,4,2,2,2,6,9
"9260",4,2,4,3,4,5,2,5,9,5
"9261",2,4,1,3,3,1,5,2,4,5
"9262",3,4,6,3,1,5,0,3,9,5
"9263",3,0,3,2,1,3,1,2,5,2
"9264",0,2,1,1,2,1,0,1,5,3
"9265",7,2,10,7,4,10,2,4,14,8
"9266",5,4,5,4,5,2,3,5,9,9
"9267",5,1,5,8,1,8,0,1,10,1
"9268",1,2,2,3,1,2,1,2,5,6
"9269",4,4,7,6,5,6,3,6,11,6
"9270",3,1,4,9,2,5,1,7,10,7
"9271",6,2,6,11,3,13,3,5,16,5
"9272",5,4,2,5,3,4,2,5,8,7
"9273",8,5,7,9,5,9,6,5,18,10
"9274",2,3,4,4,5,3,3,4,8,5
"9275",3,3,5,4,3,7,1,3,7,6
"9276",3,3,4,3,5,5,3,6,12,8
"9277",4,7,4,3,6,4,4,4,7,9
"9278",1,4,1,3,5,5,5,3,8,8
"9279",3,2,2,2,0,4,2,1,6,3
"9280",3,4,0,3,5,2,2,3,3,6
"9281",1,2,2,1,0,2,0,0,4,0
"9282",1,3,1,3,0,3,1,1,5,2
"9283",1,5,0,6,4,5,2,3,5,8
"9284",6,2,3,6,3,10,1,4,11,4
"9285",6,2,3,6,3,10,1,4,11,4
"9286",6,7,4,8,6,10,4,6,13,9
"9287",3,1,5,3,3,3,1,3,6,3
"9288",6,7,4,8,6,10,4,6,13,9
"9289",2,4,3,4,2,5,3,2,7,3
"9290",6,2,1,7,3,6,2,3,8,8
"9291",0,0,0,0,3,2,1,0,1,5
"9292",1,4,1,3,5,5,5,3,8,8
"9293",6,6,3,3,8,3,7,8,8,8
"9294",2,7,1,2,5,5,3,5,8,8
"9295",2,3,0,2,3,4,1,3,7,6
"9296",1,0,2,1,0,2,1,0,3,2
"9297",3,5,3,4,6,5,4,6,6,8
"9298",1,6,1,4,3,2,2,1,6,3
"9299",1,1,2,2,1,1,0,0,5,2
"9300",1,2,0,1,2,1,0,2,3,6
"9301",1,1,1,1,1,4,1,0,6,1
"9302",2,0,1,2,3,2,1,2,4,4
"9303",5,0,3,3,4,4,3,0,5,4
"9304",1,3,1,2,1,4,1,1,5,3
"9305",4,1,2,5,3,4,3,3,6,5
"9306",6,4,3,6,2,5,3,2,6,6
"9307",0,3,0,0,5,1,2,5,3,7
"9308",2,1,1,1,3,5,0,1,6,5
"9309",2,9,1,3,8,2,4,8,4,10
"9310",2,0,1,2,3,2,1,2,4,3
"9311",3,3,1,6,2,3,2,0,4,5
"9312",2,0,1,2,3,2,1,2,4,3
"9313",6,2,5,5,3,7,2,2,6,5
"9314",4,2,1,3,4,6,4,2,7,5
"9315",2,1,1,3,1,5,3,4,4,3
"9316",6,1,4,3,1,4,0,1,9,3
"9317",5,7,3,5,6,7,4,3,7,7
"9318",5,0,2,3,2,2,0,2,7,2
"9319",2,1,1,3,2,3,2,2,4,3
"9320",2,3,1,5,1,2,1,2,3,5
"9321",3,4,3,2,2,6,2,1,7,2
"9322",4,4,3,7,2,3,3,2,8,5
"9323",2,1,1,3,2,3,2,2,4,3
"9324",2,3,1,3,4,4,1,4,6,9
"9325",3,0,2,5,0,4,1,0,7,0
"9326",1,3,1,2,2,4,3,5,5,4
"9327",1,4,1,2,3,2,3,4,3,6
"9328",6,6,1,6,3,5,4,1,10,6
"9329",4,1,3,3,2,4,2,2,8,3
"9330",2,3,2,4,4,1,1,3,4,4
"9331",2,1,1,2,1,3,2,1,3,2
"9332",6,4,4,5,2,5,1,2,11,3
"9333",2,2,1,5,1,3,1,2,4,5
"9334",5,7,4,8,3,9,4,4,10,5
"9335",6,3,1,6,4,5,2,4,8,6
"9336",2,6,4,5,5,3,5,3,4,7
"9337",4,3,3,5,2,4,1,1,6,4
"9338",4,3,3,5,2,3,0,3,8,3
"9339",5,1,3,3,2,4,2,4,6,5
"9340",3,4,2,2,4,3,5,2,7,6
"9341",3,4,3,3,5,5,5,4,5,8
"9342",2,4,3,4,4,3,2,2,7,9
"9343",1,0,2,5,1,1,1,0,4,3
"9344",0,4,0,4,7,5,4,3,5,8
"9345",1,2,2,3,2,3,1,2,6,5
"9346",1,3,2,1,3,1,2,4,3,8
"9347",5,5,5,5,3,6,2,4,10,6
"9348",2,3,4,2,5,3,3,3,5,6
"9349",1,5,3,4,3,6,2,2,6,10
"9350",0,2,0,1,1,0,1,0,1,3
"9351",1,1,2,2,2,3,1,2,3,3
"9352",5,9,3,9,8,6,5,7,12,11
"9353",8,3,7,5,2,7,2,3,8,4
"9354",4,4,1,3,2,2,1,2,8,3
"9355",3,1,4,4,0,4,2,1,8,3
"9356",4,4,4,7,3,6,3,4,7,5
"9357",1,2,0,1,2,2,3,2,2,3
"9358",2,3,2,4,1,4,2,1,7,2
"9359",3,2,0,2,6,2,3,2,6,8
"9360",5,1,3,3,2,4,2,4,6,5
"9361",2,3,4,2,5,3,3,3,5,6
"9362",4,1,3,3,1,4,3,0,11,4
"9363",4,4,2,6,6,6,3,6,5,8
"9364",3,1,2,2,5,4,4,5,5,6
"9365",4,6,4,3,5,6,4,7,9,19
"9366",3,2,2,3,3,3,1,3,6,4
"9367",3,5,3,3,8,5,4,6,8,10
"9368",4,2,2,2,4,2,2,2,5,5
"9369",2,3,1,3,7,3,3,5,6,9
"9370",1,4,2,1,6,1,3,6,2,9
"9371",4,3,3,8,4,6,3,1,6,5
"9372",2,4,3,2,4,7,3,3,10,6
"9373",4,4,4,9,2,7,4,3,14,6
"9374",2,11,1,3,6,5,2,7,6,11
"9375",0,2,1,3,1,3,1,2,2,4
"9376",4,2,5,7,4,7,1,2,9,5
"9377",2,5,0,3,5,4,4,3,5,8
"9378",3,3,3,4,4,8,6,2,9,7
"9379",5,5,5,5,3,6,2,4,10,6
"9380",3,5,2,6,5,4,2,3,8,7
"9381",0,5,1,2,6,0,3,3,3,6
"9382",2,4,1,3,3,5,1,4,4,4
"9383",3,2,2,5,2,3,2,4,4,10
"9384",2,1,2,2,0,4,1,0,6,2
"9385",0,1,0,0,2,0,1,2,1,3
"9386",4,6,5,6,5,5,5,6,8,10
"9387",2,4,1,3,7,2,2,3,4,8
"9388",2,0,1,3,0,4,0,0,6,1
"9389",2,3,2,2,5,3,2,4,2,6
"9390",2,5,2,5,7,2,4,4,6,8
"9391",4,5,4,8,7,8,2,3,11,6
"9392",2,4,2,3,2,4,5,4,4,4
"9393",1,2,1,2,4,1,3,5,4,6
"9394",1,4,0,1,2,1,2,2,4,4
"9395",3,3,2,3,4,5,0,3,7,7
"9396",4,7,3,7,5,10,2,4,14,9
"9397",1,3,4,1,5,1,0,5,5,9
"9398",0,3,0,2,6,0,2,5,1,12
"9399",2,4,3,2,3,6,2,2,7,4
"9400",0,3,0,0,5,1,2,5,0,5
"9401",2,4,2,3,3,4,1,4,5,5
"9402",1,0,0,1,2,2,1,0,3,2
"9403",1,3,2,1,3,2,1,2,4,3
"9404",2,4,1,2,7,3,6,2,6,8
"9405",2,7,1,5,8,4,5,3,4,9
"9406",2,0,1,1,1,4,0,0,4,1
"9407",5,9,2,6,6,5,5,7,12,13
"9408",1,2,2,3,2,3,1,2,6,5
"9409",3,4,2,3,5,5,3,2,10,9
"9410",4,4,3,4,2,4,2,2,7,7
"9411",1,2,1,2,4,1,3,5,4,6
"9412",1,6,1,4,4,4,1,1,7,11
"9413",1,1,0,0,1,0,0,2,1,3
"9414",3,4,2,2,4,3,5,2,7,6
"9415",1,1,1,2,3,1,3,1,3,4
"9416",2,1,0,1,3,3,1,3,3,6
"9417",4,4,5,6,1,6,1,2,7,4
"9418",1,4,1,2,5,3,3,4,4,9
"9419",2,3,1,2,5,2,3,4,5,9
"9420",0,0,0,1,2,1,2,0,3,2
"9421",1,3,1,2,5,3,2,5,3,8
"9422",2,5,2,4,5,5,2,2,6,8
"9423",3,5,3,3,8,5,4,6,8,10
"9424",2,4,1,3,7,2,2,3,4,8
"9425",3,3,5,5,4,6,2,4,13,5
"9426",4,4,5,6,1,6,1,2,7,4
"9427",5,3,3,6,6,8,4,5,11,9
"9428",4,4,3,4,4,6,1,4,10,8
"9429",0,2,0,1,3,2,4,4,4,5
"9430",2,2,0,3,5,2,2,5,4,6
"9431",5,3,3,5,6,9,2,5,7,8
"9432",4,4,0,5,2,8,4,3,12,6
"9433",3,1,0,6,2,7,1,2,10,5
"9434",7,3,5,9,4,9,2,3,12,9
"9435",2,3,1,3,4,3,4,4,9,7
"9436",6,2,3,5,1,6,2,3,8,5
"9437",0,1,0,2,3,3,2,4,6,5
"9438",2,1,0,1,1,1,0,2,5,2
"9439",3,2,2,5,3,4,3,6,5,5
"9440",4,4,1,7,9,5,2,5,12,9
"9441",1,1,1,2,0,3,1,1,7,4
"9442",4,4,3,7,3,8,4,2,10,6
"9443",3,1,1,2,2,3,4,2,5,3
"9444",0,3,3,3,1,1,0,2,3,3
"9445",0,0,0,1,1,4,1,1,3,3
"9446",11,5,4,13,4,4,2,7,12,11
"9447",5,3,5,7,2,6,0,2,13,5
"9448",8,3,6,10,4,6,5,5,14,6
"9449",12,8,6,15,6,11,3,7,19,9
"9450",8,7,4,9,8,6,4,10,14,14
"9451",9,9,5,15,5,11,4,8,18,12
"9452",5,6,1,4,4,4,5,6,7,10
"9453",20,5,13,22,6,14,7,11,34,27
"9454",4,4,4,1,5,2,2,4,11,9
"9455",2,2,3,4,2,1,3,2,6,5
"9456",7,4,4,9,3,7,3,5,11,5
"9457",10,6,8,13,4,7,3,12,20,14
"9458",8,3,1,6,2,6,3,2,12,2
"9459",8,4,5,15,2,5,2,2,16,7
"9460",6,6,5,7,1,6,2,4,16,4
"9461",4,2,2,3,1,4,1,3,5,5
"9462",12,6,7,10,4,8,4,6,16,7
"9463",9,9,4,12,6,10,2,9,19,13
"9464",0,4,0,1,4,2,2,6,3,10
"9465",5,2,4,9,0,9,3,1,11,3
"9466",9,5,8,9,4,6,0,5,16,9
"9467",8,4,5,15,2,10,3,4,17,4
"9468",7,4,4,10,3,9,2,4,15,8
"9469",8,5,2,10,3,7,2,4,13,8
"9470",7,7,4,12,4,6,2,6,14,9
"9471",1,0,0,4,0,3,0,1,5,1
"9472",5,8,2,10,11,5,4,13,15,18
"9473",7,3,3,8,2,6,4,4,12,9
"9474",7,5,4,10,3,4,3,3,14,7
"9475",10,11,4,14,8,8,2,8,14,14
"9476",5,3,4,9,1,7,1,4,12,4
"9477",11,6,2,11,7,4,1,7,17,12
"9478",8,4,5,15,2,5,2,2,16,7
"9479",8,4,5,15,2,10,3,4,17,4
"9480",3,9,5,8,4,4,3,5,11,12
"9481",6,7,3,6,3,4,3,6,10,7
"9482",3,3,2,2,1,6,0,2,8,7
"9483",8,6,3,16,3,8,4,5,19,10
"9484",6,8,0,4,5,2,4,4,9,9
"9485",9,4,6,12,1,9,2,2,18,6
"9486",11,9,6,11,5,10,3,10,20,10
"9487",3,2,3,8,1,4,0,4,7,6
"9488",12,8,6,15,6,11,3,7,19,9
"9489",7,10,3,10,8,9,6,9,15,13
"9490",12,2,9,10,1,13,1,4,24,5
"9491",12,5,4,15,5,8,4,7,19,10
"9492",4,2,7,6,2,8,3,3,15,7
"9493",6,4,3,9,6,6,2,7,15,13
"9494",8,5,2,8,4,5,1,7,14,11
"9495",10,5,4,9,5,6,5,3,14,6
"9496",8,7,3,14,2,8,5,4,15,5
"9497",5,10,3,6,7,4,4,7,11,13
"9498",23,12,6,23,7,12,8,9,39,16
"9499",9,10,7,16,1,9,4,2,17,7
"9500",12,11,6,14,5,7,6,6,19,10
"9501",3,3,2,3,1,4,2,5,5,8
"9502",6,5,8,11,2,11,3,4,17,11
"9503",11,7,7,10,4,5,3,4,17,4
"9504",2,1,1,2,1,2,1,0,3,2
"9505",9,4,5,15,5,10,5,5,16,10
"9506",9,8,6,10,8,8,2,9,17,15
"9507",6,2,8,8,3,5,3,5,15,3
"9508",11,4,8,13,4,16,6,4,25,7
"9509",9,9,5,14,5,10,3,6,19,10
"9510",15,9,8,16,5,14,6,7,21,5
"9511",11,5,4,12,2,6,4,4,19,6
"9512",5,7,7,7,4,6,3,7,17,9
"9513",5,8,0,4,3,2,3,3,9,6
"9514",8,15,6,10,9,12,6,11,19,13
"9515",6,7,3,6,3,4,3,6,10,7
"9516",6,8,0,4,5,2,4,4,9,9
"9517",9,4,6,16,2,5,2,2,18,7
"9518",5,8,0,4,3,2,3,3,9,6
"9519",5,8,1,6,5,7,2,7,12,9
"9520",9,2,5,5,2,5,4,3,13,3
"9521",14,4,6,18,3,8,4,4,19,6
"9522",9,4,3,11,1,4,2,1,12,4
"9523",7,4,2,8,2,1,0,4,7,8
"9524",11,3,6,13,1,8,4,3,19,3
"9525",8,15,6,10,9,12,6,11,19,13
"9526",4,7,3,8,5,7,5,5,11,6
"9527",4,3,3,6,2,4,2,4,10,7
"9528",3,4,1,7,3,4,2,2,6,3
"9529",5,4,1,9,2,3,3,5,11,10
"9530",5,0,1,6,1,1,1,1,6,3
"9531",4,4,2,3,3,6,2,3,10,4
"9532",8,6,3,11,2,5,3,3,14,4
"9533",8,8,4,10,6,10,2,8,16,14
"9534",6,5,6,9,2,10,1,4,12,7
"9535",4,7,4,6,6,6,4,8,10,9
"9536",13,8,9,12,5,8,4,8,16,13
"9537",3,1,2,5,2,5,3,4,6,9
"9538",3,6,2,5,6,2,1,6,5,9
"9539",1,4,0,1,4,4,2,5,3,11
"9540",2,5,0,3,2,5,2,2,7,4
"9541",1,2,3,2,1,3,1,2,4,5
"9542",3,4,3,4,2,2,2,3,6,7
"9543",2,1,1,2,1,1,0,2,2,3
"9544",5,7,4,7,8,4,6,10,12,13
"9545",0,2,0,0,1,3,1,3,3,9
"9546",4,6,2,7,4,5,3,5,5,7
"9547",0,0,1,0,1,1,0,1,1,1
"9548",0,6,0,2,7,0,3,5,2,12
"9549",2,0,1,2,0,2,0,0,4,0
"9550",1,2,0,1,2,2,2,3,3,4
"9551",2,2,1,5,2,2,1,2,4,2
"9552",3,1,1,1,1,0,0,1,3,1
"9553",4,4,3,8,6,6,3,5,11,11
"9554",1,2,1,2,1,3,0,1,2,4
"9555",2,0,2,3,1,7,1,1,8,3
"9556",2,7,1,5,7,5,2,8,7,10
"9557",5,4,7,10,5,11,2,6,16,10
"9558",1,1,1,3,2,1,1,1,3,3
"9559",3,1,1,5,2,2,2,4,5,3
"9560",5,7,2,8,3,4,2,5,8,9
"9561",2,3,2,4,1,5,2,1,7,3
"9562",5,5,4,8,3,6,2,7,12,8
"9563",3,6,1,5,8,3,1,7,4,12
"9564",1,2,1,2,2,2,3,3,3,3
"9565",1,0,0,1,0,2,0,1,4,1
"9566",5,2,3,3,2,5,2,0,7,5
"9567",0,1,0,1,0,3,0,0,4,2
"9568",0,4,1,2,3,0,1,4,4,6
"9569",5,4,8,9,3,10,1,2,14,6
"9570",3,3,1,4,4,6,3,3,7,7
"9571",2,2,2,2,2,1,1,2,2,2
"9572",4,2,3,6,1,4,1,1,8,4
"9573",5,4,7,10,6,12,2,6,16,11
"9574",4,1,6,6,2,11,2,2,10,3
"9575",0,3,0,2,2,3,1,2,3,3
"9576",3,2,3,3,3,2,0,3,7,14
"9577",2,2,3,2,2,4,0,1,5,2
"9578",2,5,1,5,3,6,1,1,8,3
"9579",3,2,7,6,1,8,1,2,12,4
"9580",1,4,3,3,5,5,4,4,10,7
"9581",4,3,2,5,1,3,0,4,7,6
"9582",2,3,2,4,5,5,2,3,5,7
"9583",4,2,3,6,5,8,1,4,7,7
"9584",1,2,1,3,4,3,3,4,6,9
"9585",4,2,5,5,0,4,0,1,9,5
"9586",5,3,3,7,2,6,2,3,8,7
"9587",0,3,0,1,2,3,1,2,4,3
"9588",1,1,4,2,2,3,1,0,5,2
"9589",4,1,4,7,2,4,0,2,9,3
"9590",0,2,0,1,2,4,2,3,6,3
"9591",1,5,1,6,6,8,3,5,9,9
"9592",2,2,1,3,3,4,2,2,6,4
"9593",1,1,2,2,0,3,1,1,4,4
"9594",0,6,0,2,7,0,3,5,2,12
